Age,Working Class,Education,Marital Status,Occupation,Gender,Capital Gain,Capital Loss,Hour per Week,Salary
29,Entrepreneur,Master,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Bachelor,Married,Sales,Male,0.0,0.0,41.0,<=7jt
42,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,35.0,<=7jt
50,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,43442000.0,0.0,40.0,>7jt
51,Entrepreneur,Senior High School,Divorced,Cleaning Service,Female,0.0,0.0,20.0,<=7jt
21,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,44.0,<=7jt
24,Entrepreneur,Associate Degree,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
64,Entrepreneur,Senior High School,Single,Executive Manager,Male,0.0,0.0,3.0,<=7jt
36,Entrepreneur,Associate Degree,Married,Tech Support,Male,0.0,0.0,40.0,>7jt
22,Entrepreneur,Junior High School,Single,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Bachelor,Married,Executive Manager,Male,107632000.0,0.0,50.0,>7jt
68,Entrepreneur,Senior High School,Widowed,Machinery Supervisor,Female,0.0,26180000.0,35.0,<=7jt
34,Entrepreneur,Bachelor,Divorced,Specialist,Female,0.0,0.0,50.0,>7jt
59,Local Government,Junior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Associate Degree,Divorced,Specialist,Female,120596000.0,0.0,45.0,>7jt
30,Non-Corporate Freelance,Associate Degree,Divorced,Handicraft Refinement,Male,0.0,0.0,49.0,<=7jt
41,Entrepreneur,Bachelor,Divorced,Cleaning Service,Male,61824000.0,0.0,40.0,<=7jt
54,Local Government,Senior High School,Married,Executive Manager,Male,0.0,0.0,56.0,<=7jt
26,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,18.0,<=7jt
53,Country Government,Doctoral,Married,Religious Leader,Male,0.0,0.0,50.0,>7jt
59,Other,Senior High School,Widowed,Other Services,Female,0.0,0.0,40.0,<=7jt
18,Other,Senior High School,Single,Other Services,Male,0.0,0.0,25.0,<=7jt
22,Entrepreneur,Associate Degree,Single,Sales,Female,0.0,0.0,15.0,<=7jt
30,Entrepreneur,Master,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Junior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
48,Corporate Freelance,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,60.0,>7jt
29,Other,Senior High School,Single,Other Services,Female,0.0,0.0,38.0,<=7jt
44,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,0.0,0.0,42.0,<=7jt
50,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Associate Degree,Single,Handicraft Refinement,Male,0.0,0.0,30.0,<=7jt
34,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
58,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,24.0,<=7jt
36,Non-Corporate Freelance,Professional School,Married,Handicraft Refinement,Male,0.0,0.0,60.0,<=7jt
48,Country Government,Master,Married,Specialist,Female,0.0,0.0,16.0,>7jt
34,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
45,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
54,Country Government,Associate Degree,Married,Security,Male,0.0,0.0,40.0,<=7jt
18,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,17.0,<=7jt
59,Corporate Freelance,Elementary School,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
37,Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
40,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,35.0,<=7jt
49,Local Government,Bachelor,Married,Security,Male,0.0,0.0,42.0,>7jt
45,Entrepreneur,Senior High School,Divorced,Sales,Female,0.0,0.0,40.0,<=7jt
55,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,56.0,>7jt
21,Unpaid,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Associate Degree,Single,Cleaning Service,Male,0.0,0.0,28.0,<=7jt
78,Non-Corporate Freelance,Junior High School,Married,Farmer,Male,0.0,0.0,25.0,<=7jt
27,Local Government,Senior High School,Single,Security,Male,30436000.0,0.0,40.0,<=7jt
18,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,25.0,<=7jt
35,Entrepreneur,Associate Degree,Single,Other Services,Male,0.0,0.0,35.0,<=7jt
60,Other,Bachelor,Married,Other Services,Female,0.0,0.0,15.0,<=7jt
17,Entrepreneur,Senior High School,Single,Sales,Male,0.0,0.0,30.0,<=7jt
30,Entrepreneur,Associate Degree,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
30,Local Government,Bachelor,Married,Specialist,Male,0.0,0.0,80.0,<=7jt
29,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,>7jt
30,Local Government,Master,Single,Specialist,Female,0.0,0.0,45.0,<=7jt
45,Corporate Freelance,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,>7jt
34,Entrepreneur,Bachelor,Married,Executive Manager,Male,72492000.0,0.0,55.0,>7jt
49,Entrepreneur,Bachelor,Married,Executive Manager,Female,210336000.0,0.0,35.0,>7jt
61,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,>7jt
67,Non-Corporate Freelance,Master,Divorced,Sales,Male,0.0,0.0,40.0,<=7jt
28,Non-Corporate Freelance,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,20.0,<=7jt
34,Entrepreneur,Senior High School,Married,Religious Leader,Female,0.0,0.0,20.0,>7jt
40,Country Government,Junior High School,Separated,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
65,Other,Senior High School,Married,Other Services,Male,25158000.0,0.0,40.0,<=7jt
43,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,42.0,>7jt
22,Entrepreneur,Associate Degree,Single,Other Services,Female,0.0,0.0,12.0,<=7jt
65,Corporate Freelance,Bachelor,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,25.0,<=7jt
32,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Bachelor,Married,Sales,Male,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,32.0,<=7jt
37,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,35.0,<=7jt
43,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,14.0,<=7jt
50,Corporate Freelance,Master,Married,Sales,Male,210336000.0,0.0,40.0,>7jt
26,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,46550000.0,0.0,40.0,<=7jt
20,Other,Elementary School,Single,Other Services,Male,0.0,0.0,25.0,<=7jt
49,Entrepreneur,Bachelor,Divorced,Executive Manager,Female,389592000.0,0.0,60.0,>7jt
28,Entrepreneur,Senior High School,Separated,Farmer,Male,0.0,0.0,55.0,<=7jt
43,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,43918000.0,0.0,45.0,<=7jt
53,Other,Senior High School,Married,Other Services,Female,0.0,0.0,2.0,<=7jt
28,Entrepreneur,Associate Degree,Single,Executive Manager,Male,0.0,0.0,65.0,>7jt
21,Local Government,Senior High School,Single,Cleaning Service,Female,0.0,0.0,20.0,<=7jt
40,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,40.0,<=7jt
58,Entrepreneur,Associate Degree,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
53,Corporate Freelance,Doctoral,Married,Sales,Male,0.0,0.0,40.0,>7jt
32,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
52,Local Government,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
21,Other,Senior High School,Single,Other Services,Female,0.0,0.0,10.0,<=7jt
51,Entrepreneur,Senior High School,Married,Driver,Male,70182000.0,0.0,40.0,<=7jt
40,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
38,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,75.0,<=7jt
35,Entrepreneur,Bachelor,Married,Driver,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,48.0,>7jt
53,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,25.0,<=7jt
48,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,55.0,>7jt
68,Corporate Freelance,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
34,Other,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,45.0,<=7jt
28,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
46,State Government,Bachelor,Divorced,Specialist,Female,0.0,0.0,50.0,>7jt
65,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,0.0,0.0,48.0,<=7jt
45,Entrepreneur,Senior High School,Married,Religious Leader,Female,43442000.0,0.0,40.0,>7jt
17,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,15.0,<=7jt
28,Entrepreneur,Bachelor,Single,Driver,Male,0.0,0.0,20.0,<=7jt
37,Entrepreneur,Master,Married,Executive Manager,Male,210336000.0,0.0,45.0,>7jt
41,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,50.0,<=7jt
57,Entrepreneur,Elementary School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
40,Other,Associate Degree,Married,Other Services,Male,0.0,0.0,15.0,<=7jt
59,Entrepreneur,Senior High School,Married,Religious Leader,Female,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
42,Local Government,Senior High School,Widowed,Driver,Female,0.0,0.0,40.0,<=7jt
18,Country Government,Senior High School,Single,Religious Leader,Male,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,>7jt
51,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
35,Non-Corporate Freelance,Associate Degree,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
46,Entrepreneur,Junior High School,Divorced,Driver,Male,0.0,0.0,40.0,<=7jt
28,Non-Corporate Freelance,Senior High School,Married,Sales,Male,0.0,0.0,50.0,>7jt
17,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,40.0,<=7jt
34,Local Government,Senior High School,Married,Security,Male,0.0,0.0,57.0,>7jt
39,Country Government,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Senior High School,Separated,Other Services,Male,0.0,0.0,40.0,<=7jt
32,Non-Corporate Freelance,Associate Degree,Single,Sales,Male,0.0,0.0,80.0,<=7jt
42,Entrepreneur,Associate Degree,Married,Religious Leader,Female,0.0,0.0,40.0,>7jt
50,Non-Corporate Freelance,Professional School,Married,Specialist,Male,0.0,0.0,40.0,>7jt
28,Entrepreneur,Senior High School,Single,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
68,Entrepreneur,Senior High School,Widowed,Other Services,Female,0.0,0.0,20.0,<=7jt
40,Entrepreneur,Doctoral,Married,Specialist,Male,0.0,0.0,55.0,<=7jt
27,Corporate Freelance,Senior High School,Separated,Religious Leader,Male,0.0,0.0,38.0,<=7jt
48,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
79,Other,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,>7jt
37,Entrepreneur,Associate Degree,Married,Religious Leader,Male,107632000.0,0.0,40.0,>7jt
55,Local Government,Senior High School,Divorced,Other Services,Female,0.0,0.0,38.0,<=7jt
29,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
32,Other,Bachelor,Married,Other Services,Female,0.0,0.0,20.0,>7jt
32,Entrepreneur,Bachelor,Married,Sales,Male,1399986000.0,0.0,60.0,>7jt
47,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,45.0,<=7jt
41,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
58,State Government,Master,Married,Tech Support,Male,107632000.0,0.0,40.0,>7jt
29,Entrepreneur,Bachelor,Married,Executive Manager,Female,0.0,0.0,40.0,>7jt
50,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,>7jt
37,Other,Associate Degree,Single,Other Services,Female,0.0,0.0,32.0,<=7jt
55,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,60.0,>7jt
34,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
31,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,28014000.0,40.0,<=7jt
23,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,15.0,<=7jt
62,Non-Corporate Freelance,Elementary School,Married,Farmer,Male,0.0,0.0,30.0,<=7jt
39,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,0.0,35.0,<=7jt
38,Country Government,Bachelor,Single,Executive Manager,Female,0.0,0.0,40.0,<=7jt
49,Non-Corporate Freelance,Bachelor,Widowed,Sales,Female,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,32.0,<=7jt
27,Entrepreneur,Master,Single,Executive Manager,Female,0.0,0.0,25.0,<=7jt
75,Non-Corporate Freelance,Associate Degree,Divorced,Specialist,Female,221634000.0,0.0,50.0,>7jt
38,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,60.0,>7jt
30,Entrepreneur,Senior High School,Single,Cleaning Service,Female,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Associate Degree,Married,Other Services,Male,0.0,0.0,40.0,>7jt
45,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
22,Entrepreneur,Associate Degree,Single,Farmer,Female,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
46,Local Government,Master,Married,Specialist,Male,0.0,0.0,40.0,>7jt
42,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,30.0,<=7jt
68,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,55.0,>7jt
26,Entrepreneur,Associate Degree,Single,Religious Leader,Female,0.0,0.0,45.0,<=7jt
43,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
61,Entrepreneur,Senior High School,Married,Security,Male,0.0,0.0,36.0,<=7jt
40,Entrepreneur,Associate Degree,Divorced,Religious Leader,Female,0.0,0.0,50.0,<=7jt
63,Entrepreneur,Junior High School,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Bachelor,Single,Religious Leader,Female,0.0,0.0,20.0,<=7jt
38,Entrepreneur,Associate Degree,Married,Other Services,Female,0.0,26628000.0,40.0,<=7jt
32,Entrepreneur,Associate Degree,Divorced,Machinery Supervisor,Female,0.0,0.0,50.0,<=7jt
34,Entrepreneur,Senior High School,Separated,Handicraft Refinement,Male,0.0,0.0,80.0,<=7jt
32,Local Government,Bachelor,Married,Specialist,Male,0.0,0.0,65.0,>7jt
26,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,45.0,<=7jt
58,Entrepreneur,Associate Degree,Married,Executive Manager,Male,72492000.0,0.0,60.0,>7jt
23,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,10.0,<=7jt
72,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,69034000.0,0.0,70.0,<=7jt
21,Entrepreneur,Senior High School,Separated,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,45.0,<=7jt
46,Local Government,Bachelor,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
38,Entrepreneur,Junior High School,Married,Farmer,Male,0.0,0.0,60.0,<=7jt
43,Non-Corporate Freelance,Senior High School,Married,Driver,Male,0.0,0.0,45.0,<=7jt
53,Corporate Freelance,Doctoral,Married,Specialist,Male,0.0,0.0,40.0,>7jt
40,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,60.0,<=7jt
19,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,20.0,<=7jt
30,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,60.0,>7jt
19,Other,Senior High School,Single,Other Services,Female,0.0,22428000.0,30.0,<=7jt
18,Non-Corporate Freelance,Senior High School,Single,Farmer,Male,0.0,0.0,11.0,<=7jt
36,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,210336000.0,0.0,40.0,>7jt
49,Entrepreneur,Elementary School,Single,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Senior High School,Married,Other Services,Female,0.0,0.0,24.0,<=7jt
59,Entrepreneur,Junior High School,Single,Farmer,Male,68110000.0,0.0,40.0,<=7jt
44,Corporate Freelance,Bachelor,Married,Farmer,Male,210336000.0,0.0,65.0,>7jt
24,Entrepreneur,Junior High School,Divorced,Other Services,Female,0.0,0.0,35.0,<=7jt
76,Other,Junior High School,Widowed,Other Services,Male,0.0,0.0,25.0,<=7jt
36,Local Government,Master,Married,Specialist,Female,0.0,0.0,40.0,<=7jt
71,Entrepreneur,Associate Degree,Widowed,Specialist,Female,163492000.0,0.0,38.0,>7jt
38,Country Government,Doctoral,Married,Specialist,Female,107632000.0,0.0,40.0,>7jt
41,Entrepreneur,Associate Degree,Divorced,Tech Support,Female,46550000.0,0.0,40.0,<=7jt
30,Local Government,Bachelor,Single,Sales,Female,0.0,0.0,17.0,<=7jt
42,Entrepreneur,Senior High School,Separated,Handicraft Refinement,Female,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Bachelor,Single,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
44,Non-Corporate Freelance,Bachelor,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Bachelor,Married,Sales,Male,0.0,0.0,55.0,>7jt
57,Entrepreneur,Associate Degree,Divorced,Executive Manager,Female,0.0,0.0,50.0,<=7jt
44,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
30,Non-Corporate Freelance,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Divorced,Specialist,Male,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,>7jt
33,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,35.0,<=7jt
52,Entrepreneur,Senior High School,Single,Sales,Male,0.0,26264000.0,50.0,<=7jt
41,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Associate Degree,Single,Tech Support,Male,0.0,0.0,45.0,<=7jt
52,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
42,Non-Corporate Freelance,Senior High School,Married,Sales,Male,0.0,0.0,60.0,<=7jt
33,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,38.0,<=7jt
23,Entrepreneur,Senior High School,Divorced,Cleaning Service,Male,0.0,0.0,50.0,<=7jt
38,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,50.0,>7jt
35,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Separated,Sales,Female,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
38,State Government,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,56.0,<=7jt
59,Entrepreneur,Master,Single,Sales,Female,389592000.0,0.0,45.0,>7jt
63,Entrepreneur,Associate Degree,Divorced,Other Services,Female,0.0,0.0,20.0,<=7jt
42,Local Government,Bachelor,Divorced,Specialist,Male,0.0,0.0,50.0,<=7jt
49,State Government,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
35,Corporate Freelance,Associate Degree,Single,Farmer,Male,0.0,0.0,35.0,<=7jt
23,Other,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
30,Local Government,Master,Married,Specialist,Male,0.0,0.0,40.0,>7jt
17,Other,Senior High School,Single,Other Services,Female,0.0,0.0,20.0,<=7jt
36,Entrepreneur,Associate Degree,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
27,Corporate Freelance,Associate Degree,Married,Other Services,Female,0.0,0.0,36.0,>7jt
32,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
53,Country Government,Senior High School,Married,Security,Male,0.0,0.0,40.0,<=7jt
36,Other,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
50,Local Government,Master,Married,Specialist,Male,102172000.0,0.0,40.0,>7jt
